Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
46.54,NaN,24.873,26.29,25.901,25.698,25.312,24.798,24.896,24.138,25.062,25.708,24.595,25.932,24.761,25.539,25.821,25.303,25.335,25.163,25.059,23.805,23.815,25.899,25.301,24.87,24.599,23.667,25.001,24.707,NaN,24.541,23.426,23.568,23.263,23.573,24.524,24.368,NaN,NaN,24.449,23.754,24.64,24.129,23.667,24.606
46.55,25.988,25.85,26.449,24.97,24.231,24.996,24.341,24.791,23.891,24.782,25.259,25.11,25.865,25.631,24.333,24.813,24.57,25.313,23.619,25.44,NaN,25.39,25.176,24.927,24.379,24.183,25.011,23.966,25.674,24.355,22.769,23.72,NaN,23.084,23.358,23.488,22.939,25.28,22.828,23.966,23.43,24.538,22.937,22.795,24.742
46.56,26.54,25.503,24.661,24.785,26.376,25.475,24.705,24.676,25.145,24.557,24.784,25.263,NaN,25.032,24.966,25.062,24.551,25.537,25.551,25.499,25.821,24.545,25.204,23.761,24.439,25.518,25.424,25.088,25.451,25.046,23.891,24.229,24.107,23.479,23.876,23.601,24.224,24.884,23.493,23.438,23.278,23.644,23.398,NaN,24.722
46.57,24.865,NaN,25.476,25.821,25.943,25.017,24.129,25.198,25.063,24.896,24.836,24.998,25.221,25.002,24.994,25.565,25.557,25.741,25.563,24.878,25.335,24.093,25.457,24.423,24.482,24.085,24.733,24.594,26.073,23.351,24.496,NaN,NaN,22.359,24.029,23.766,24.154,24.24,22.788,24.195,24.937,25.3,22.245,23.592,24.323
46.58,25.968,26.807,25.208,24.606,25.249,NaN,25.716,26.403,25.473,24.303,24.789,NaN,24.961,24.949,25.723,23.756,25.143,25.081,25.235,24.92,22.84,25.241,24.484,24.216,25.678,25.566,24.263,25.119,25.237,24.797,24.296,23.721,23.238,23.062,23.237,24.539,23.575,24.143,23.59,24.941,23.21,23.954,22.867,23.13,24.572
46.59,25.319,26.188,24.453,24.496,26.209,24.859,25.053,24.891,23.835,NaN,25.829,24.656,25.392,25.977,24.21,25.006,24.695,25.085,24.087,24.72,24.537,25.239,25.754,25.276,25.642,23.911,24.808,25.821,25.097,25.076,24.818,24.332,23.974,22.752,NaN,24.072,23.892,24.127,23.382,23.066,23.307,24.369,22.664,NaN,23.902
46.6,26.637,26.291,24.596,25.796,26.094,23.52,24.657,25.548,25.504,NaN,25.569,24.754,25.983,25.235,24.339,24.379,25.946,25.242,25.301,NaN,25.133,25.154,24.331,25.592,25.84,24.924,25.335,24.936,25.143,24.254,23.733,24.314,23.972,23.701,23.371,23.431,23.797,24.26,23.238,22.921,NaN,22.569,23.514,24.22,24.667
46.61,25.334,25.761,24.319,NaN,26.068,25.806,25.574,25.626,25.643,25.003,23.842,25.691,25.123,25.127,25.459,25.583,23.913,24.162,24.536,24.677,24.281,25.328,25.734,24.19,24.478,22.998,25.165,24.951,25.141,25.741,23.751,23.781,NaN,23.455,23.157,24.5,23.136,23.71,23.488,NaN,23.015,23.884,23.718,22.54,24.989
46.62,26.161,26.03,26.025,25.049,25.372,24.93,24.422,25.789,NaN,24.945,26.018,25.829,25.542,24.445,25.124,24.659,NaN,25.193,24.558,25.143,24.529,25.275,24.253,25.038,24.753,25.293,25.294,25.414,24.904,24.47,22.874,23.783,22.885,NaN,24.225,23.058,23.527,23.846,23.643,23.852,NaN,24.051,22.597,23.43,24.07
46.63,26.078,24.945,25.638,24.8,24.521,26.093,24.304,25.743,26.097,25.341,25.818,25.808,25.822,25.335,25.003,25.348,26.083,24.03,24.709,24.75,24.868,25.11,24.643,25.381,25.585,24.203,24.839,24.303,25.133,25.64,24.672,22.72,23.89,24.117,24.751,23.884,24.365,25.308,22.919,23.872,24.697,24.024,24.585,23.898,24.363
46.64,25.113,24.984,26.259,25.757,24.744,23.999,24.551,25.629,25.358,25.067,24.632,25.517,25.665,26.378,25.343,24.868,26,24.568,25.728,25.744,24.749,25.445,26.113,24.662,25.668,25.092,24.703,24.932,23.767,24.35,23.33,23.717,22.554,24.391,24.339,24.01,24.304,25.258,NaN,23.869,NaN,23.92,23.674,24.092,23.084
46.65,25.608,25.547,25.308,25.764,25.367,24.635,25.013,24.901,24.805,24.198,24.487,24.78,25.449,24.989,26.014,25.268,24.24,24.796,25.345,24.964,24.461,24.779,26.113,24.417,24.825,24.982,24.441,23.992,24.658,24.648,24.269,23.854,23.012,23.111,24.546,22.355,23.569,23.309,23.981,24.052,23.958,24.957,23.386,23.828,23.821
46.66,NaN,24.46,25.321,25.854,26.126,24.399,23.611,25.334,24.712,25.51,24.814,24.832,26.701,25.495,25.614,25.198,24.675,23.979,NaN,25.237,24.489,25.555,25.315,24.783,23.431,24.431,24.865,25.698,24.587,NaN,24.002,24.258,22.215,22.825,23.999,23.676,23.931,24.678,24.305,24.285,NaN,24.543,22.47,NaN,24.176
46.67,26.078,24.957,25.86,25.241,25.659,25.408,24.85,25.823,24.218,24.21,25.496,24.452,26.03,24.332,25.974,25.264,24.615,25.211,24.03,25.61,25.62,25.939,25.066,25.87,24.888,25.115,24.669,24.876,25.051,24.865,23.891,NaN,23.553,23.277,23.705,23.681,22.292,23.389,23.315,24.224,23.951,23.807,23.208,24.05,24.268
46.68,24.465,NaN,25.305,24.997,25.478,25.669,25.354,24.345,25.252,23.497,24.982,25.547,26.43,25.6,24.54,23.667,25.133,24.811,24.852,24.945,24.233,24.852,24.191,25.278,25.09,24.812,24.473,25.039,24.138,25.421,23.447,23.238,23.288,22.943,23.144,23.631,23.725,24.15,23.426,23.604,NaN,24.028,23.348,23.438,23.606
46.69,26.228,NaN,25.799,24.242,24.169,25.163,23.274,24.788,25.389,24.723,24.831,NaN,25.851,24.94,NaN,25.29,24.794,24.558,25.746,24.492,24.86,25.456,24.769,24.386,24.525,22.889,23.7,23.52,25.937,24.99,24.282,23.646,22.992,22.996,24.805,23.105,23.527,24.067,24.252,24.35,23.877,25.035,23.661,23.542,24.234
46.7,26.529,25.781,25.091,25.164,NaN,25.755,24.433,24.828,24.822,24.358,24.171,25.017,25.71,25.057,25.777,25.291,25.003,25.028,25.224,24.542,23.588,25.147,25.181,25.227,25.344,24.401,25.144,25.491,25.532,24.579,24.825,24.862,23.868,NaN,24.324,23.31,24.549,24.976,23.726,24.037,23.488,25.009,22.374,24.613,23.691
46.71,26.175,26.068,25.756,24.718,25.398,25.634,NaN,24.378,25.229,24.811,25.739,24.083,25.332,25.561,24.893,25.046,24.452,25.106,26.472,24.777,24.14,25.135,26.4,24.809,24.394,23.632,25.569,25.217,25.338,24.565,24.502,23.915,23.581,23.774,24.065,23.124,23.906,24.52,23.694,24.064,24.305,23.198,23.271,23.907,23.848
46.72,25.792,25.632,24.006,26.022,24.499,24.936,23.667,25.599,25.272,24.889,25.321,25.026,25.261,24.528,24.22,24.959,24.935,23.945,25.655,25.167,24.322,24.999,26.158,23.974,25.272,24.886,25.752,25.306,25.491,26.176,24.216,24.003,23.618,23.632,23.571,22.584,23.916,25.107,23.245,22.883,23.367,22.923,23.337,23.843,24.681
46.73,25.732,25.79,25.245,25.757,25.491,25.344,25.437,25.561,25.393,24.947,25.159,24.654,25.968,25.544,25.235,25.05,24.745,26.183,24.275,25.231,25.01,25.193,26.223,24.221,24.873,25.588,24.59,24.461,24.136,24.641,24.692,24.012,24.348,23.141,24.237,23.801,22.902,25.364,21.965,24.446,23.695,23.712,23.082,23.411,23.109
46.74,24.796,25.689,25.665,25.466,25.903,25.525,25.021,24.543,24.95,24.967,25.21,23.957,26.084,25.498,24.367,24.688,24.185,25.234,25.779,25.248,25.188,25.535,NaN,25.222,25.082,25.045,24.799,24.298,25.657,24.798,24.132,23.931,24.055,NaN,NaN,23.612,NaN,23.296,23.225,22.884,23.902,23.695,22.68,22.847,23.675
46.75,25.81,25.821,25.024,26.482,24.337,25.415,25.845,24.688,24.823,25.611,26.543,24.945,25.115,25.254,24.898,26.296,NaN,24.946,24.94,25.248,24.681,NaN,23.84,24.975,24.574,24.91,24.303,24.244,25.351,25.053,24.107,23.992,24.575,23.913,23.289,23.567,24.057,23.947,23.703,24.247,23.308,24.234,23.066,23.669,24.929
46.76,26.012,26.354,26.313,24.929,25.039,24.907,25.173,25.046,24.69,24.627,25.531,24.763,26.354,NaN,25.665,24.575,24.919,24.104,25.651,25.31,24.58,24.392,25.605,25.394,24.875,23.398,24.959,25.348,25.807,26.021,24.461,23.911,24.322,23.765,24.392,24.036,23.215,24.795,23.612,23.61,23.949,24.845,22.711,24.003,24.514
46.77,25.951,25.689,25.812,25.834,25.137,24.888,24.849,25.479,24.3,24.904,25.41,23.901,24.732,25.621,23.749,25.674,25.632,NaN,NaN,25.641,24.343,25.65,24.278,25.227,24.353,24.158,24.918,24.745,25.228,25.291,23.616,NaN,22.85,21.978,24.081,24.791,24.056,24.372,23.297,23.282,23.454,23.887,24.123,23.442,23.28
46.78,25.911,25.655,25.349,NaN,24.462,NaN,25.348,25.865,24.939,25.25,24.052,24.908,25.645,24.239,24.534,25.432,24.522,25.302,25.318,24.494,25.591,25.278,NaN,24.385,24.911,25.469,23.718,24.569,25.808,25.755,23.95,23.053,23.13,24.031,24.238,24.3,23.051,23.662,24.082,24.35,23.437,24.839,23.957,22.889,24.779
46.79,26.206,25.502,24.769,25.518,25.673,23.956,24.187,24.424,25.582,25.371,25.231,25.309,26.329,26.036,25.39,25.998,23.681,23.902,24.469,24.745,24.869,24.506,25.87,23.991,23.466,24.726,23.756,25.172,24.482,24.738,23.268,24.259,23.475,23.481,23.93,23.938,23.746,24.195,NaN,23.549,24.205,23.637,NaN,22.135,24.632
46.8,NaN,24.96,25.855,25.392,24.685,24.047,24.856,24.783,24.259,25.998,25.291,24.557,24.507,23.667,NaN,25.109,24.409,25.517,24.935,24.906,24.188,25.548,24.693,25.552,25.818,24.378,25.946,24.958,26.15,25.154,24.889,24.403,23.155,23.291,23.088,23.912,23.742,25.095,24.019,22.958,24.418,24.035,23.934,22.534,24.161
46.81,25.144,26.327,25.136,24.639,25.814,NaN,23.955,25.99,25.73,25.232,24.76,24.725,25.154,NaN,24.418,25.114,24.616,25.109,NaN,25.61,25.582,25.819,24.178,24.74,24.666,24.817,24.219,25.633,24.678,24.074,25.002,24.151,23.501,23.296,24.447,24.234,23.848,24.246,23.452,24.14,23.448,22.863,23.426,23.754,24.244
46.82,25.869,25.597,26.182,NaN,25.61,24.722,25.396,25.749,24.134,NaN,25.772,23.965,26.712,24.85,24.011,24.942,24.575,25.136,25.932,24.785,23.39,25.765,23.832,25.623,25.031,24.628,25.523,25.704,24.527,25.126,23.73,24.428,24.274,23.368,NaN,24.162,23.948,24.654,23.936,23.965,23.756,23.394,23.322,23.511,23.569
46.83,26.706,26.181,23.925,23.819,NaN,NaN,24.148,24.779,24.128,25.333,25.659,25.036,25.622,25.768,26.282,25.475,24.384,NaN,24.62,25.744,NaN,26.171,25.799,24.388,24.474,24.759,23.214,25.124,24.901,24.925,24.783,23.522,23.663,24.091,23.557,24.513,23.076,23.406,22.76,22.51,NaN,24.381,22.341,22.995,23.929
46.84,24.924,25.297,24.713,26.72,25.381,24.291,24.397,26.639,25.251,25.023,25.542,25.516,NaN,NaN,24.863,24.306,22.808,25.153,25.217,24.703,NaN,25.195,25.272,24.183,24.169,24.33,25.134,23.789,24.47,24.132,23.359,23.51,24.487,23.903,23.354,23.915,24.421,23.962,24.357,23.976,23.734,22.784,22.595,23.646,24.54
46.85,NaN,25.571,25.927,25.254,25.119,24.373,23.921,25.375,25.882,25.311,NaN,NaN,25.913,24.14,24.374,24.93,25.511,25.261,NaN,25.613,24.988,23.978,25.396,25.214,24.171,24.448,24.351,24.489,24.983,24.858,24.56,23.947,23.751,22.256,23.912,24.415,23.138,23.975,23.553,23.404,23.079,23.85,23.934,23.422,25.01
46.86,25.987,25.212,25.43,24.359,25.981,NaN,24.065,25.414,25.613,24.747,26.257,24.854,26.033,24.673,NaN,26.011,25.381,24.886,25.262,25.595,24.1,24.977,25.356,23.755,25.081,23.909,24.752,24.404,25.336,24.759,23.743,24.253,23.923,22.376,24.212,24.091,22.837,22.898,23.554,24.047,23.95,23.802,24.578,22.649,23.705
46.87,26.531,NaN,25.964,25.298,26.114,24.935,25.248,25.775,24.219,24.999,24.349,23.286,26.104,24.882,24.725,25.315,25.638,24.625,25.787,24.627,25.166,25.654,24.658,26.138,24.225,25.816,24.426,24.509,25.862,24.004,24.804,23.997,23.953,24.139,24.547,24.212,23.313,23.943,23.103,22.881,22.356,24.254,NaN,23.188,23.657
46.88,26.625,25.903,25.55,26.73,25.817,25.181,25.486,24.662,25.483,24.61,24.658,24.465,24.435,24.424,25.411,24.399,NaN,24.863,25.961,NaN,24.796,NaN,24.781,25.108,25.564,23.652,24.124,25.675,25.446,25.565,NaN,24.334,24.325,23.502,23.762,23.058,23.481,24.287,23.669,23.338,23.885,24.496,23.475,24.173,23.694
46.89,25.162,25.4,25.378,25.031,NaN,25.991,24.91,25.513,25.904,25.17,25.757,24.75,24.857,24.439,25.103,24.977,24.941,25.177,26.005,23.941,24.786,25.327,25.77,24.498,24.941,25.114,23.992,26.232,25.934,24.288,24.458,25.549,23.472,23.121,24.508,24.322,23.651,23.792,23.213,24.373,24.248,24.067,24.071,23.691,23.511
46.9,26.4,26.105,24.137,25.121,25.281,25.809,24.954,25.102,25.189,24.589,25.888,24.55,25.339,24.851,24.634,24.98,25.034,24.904,24.305,25.877,24.833,25.439,24.285,NaN,25.868,24.493,23.789,25.835,25.38,25.182,23.943,23.408,22.421,23.417,24.536,23.684,NaN,25.336,22.653,23.93,NaN,23.636,23.899,24.132,23.755
46.91,25.65,26.19,25.881,25.219,25.545,NaN,24.222,25.789,25.86,25.24,26.051,24.451,25.613,25.288,25.388,25.26,25.187,24.696,24.688,24.804,24.251,25.843,26.21,24.966,24.793,24.01,23.506,24.788,25.977,24.762,24.226,24.191,22.509,24.74,24.728,24.376,23.947,25.122,23.308,22.824,22.728,24.15,22.694,23.518,25.148
46.92,25.715,25.3,25.255,26.099,25.737,25.115,24.913,25.569,25.359,NaN,25.7,25.504,24.649,25.379,24.652,25.421,NaN,24.531,25.287,25.275,25.084,25.719,25.525,24.737,24.644,23.998,25.409,25.813,26.246,24.41,24.227,24.487,22.871,23.838,23.207,24.112,NaN,24.786,NaN,24.061,23.126,25.182,22.685,23.96,24.149
46.93,26.419,25.694,25.916,24.803,25.229,24.989,25.242,24.247,24.975,24.659,24.956,23.92,25.682,25.351,25.217,25.239,25.627,25.784,25.511,25.598,24.805,25.63,24.744,25.203,24.46,24.833,24.89,26.114,25.818,24.619,23.556,24.097,NaN,24.018,24.029,23.565,24.167,24.15,24.074,23.556,23.116,24.754,22.834,23.816,24.443
46.94,24.081,26.198,25.113,26.064,25.538,24.171,25.792,26.219,25.448,23.553,25.072,23.264,25.819,25.32,25.127,25.751,25.482,25.242,24.919,24.305,24.899,25.468,25.439,25.256,25.309,24.671,25.07,25.446,25.06,25.3,23.594,24.688,23.982,23.901,24.355,23.985,23.799,24.103,24.449,23.626,23.576,23.85,23.855,23.524,24.586
46.95,24.724,26.19,25.011,26.671,24.609,25.182,25.099,26.485,26.225,24.482,24.596,25.151,25.173,24.703,24.289,25.424,24.904,25.194,25.237,24.895,24.479,25.543,25.471,24.896,24.689,24.866,25.085,25.736,24.805,24.183,24.597,23.965,24.267,23.129,23.13,24.263,24.326,24.742,23.853,23.544,22.296,23.58,22.06,23.537,23.943
46.96,24.786,26.166,24.446,25.552,26.243,25.264,24.37,24.904,24.487,24.505,24.536,23.705,26.463,24.749,25.567,25.181,23.655,24.832,25.347,25.919,24.39,24.622,25.896,24.292,24.721,24.241,23.627,25.372,24.67,24.038,23.244,24.055,22.516,22.638,23.285,23.116,24.014,24.612,22.643,22.989,23.592,23.715,23.603,NaN,23.595
46.97,26.634,26.48,24.733,25.435,25.975,25.599,NaN,25.138,25.111,24.637,25.572,24.804,25.292,26.361,25.308,25.061,25.12,24.363,24.59,25.498,24.204,24.841,24.352,25.205,23.298,24.65,23.501,24.339,26.27,25.176,24.172,NaN,24.303,22.935,NaN,22.854,23.574,24.208,23.038,23.319,23.137,23.249,22.936,23.708,23.383
46.98,26.25,24.567,26.01,NaN,25.786,24.799,NaN,24.29,26.576,25.184,25.926,24.868,25.958,24.133,25.996,24.913,23.974,24.425,25.406,25.119,NaN,25.566,24.895,24.349,25.266,23.804,25.534,25.709,23.989,24.949,24.464,24.024,24.617,23.274,24.793,23.488,23.113,NaN,24.032,23.228,23.816,25.062,22.702,23.401,24.606
46.99,25.491,26.205,25.301,25.502,24.811,25.219,24.6,25.957,25.071,24.688,26.039,24.547,26.633,25.478,25.688,24.781,24.848,25.967,24.045,25.522,24.344,25.341,25.782,25.455,24.553,23.995,24.884,25.163,24.526,24.616,24.348,25.089,23.458,23.778,23.93,22.987,23.712,24.292,23.981,23.562,24.312,24.409,22.66,23.162,23.934
47,26.186,24.85,24.558,25.424,26.074,25.345,24.644,24.443,25.446,24.273,25.37,25.211,25.68,24.857,25.018,25.318,24.485,24.992,24.117,24.603,24.374,24.788,25.667,24.823,24.646,24.532,24.745,25.469,25.865,24.265,23.912,24.378,NaN,22.863,23.627,23.071,23.401,NaN,23.123,22.674,23.942,24.791,22.634,23.5,24.904
47.01,26.016,26.103,25.099,25.053,26.204,25.137,24.378,25.52,26.179,25.328,25.113,24.344,24.587,25.135,26.236,25.119,24.722,25.4,25.158,25.47,23.529,25.175,25.73,24.995,24.536,24.28,24.241,26.488,25.163,24.356,24.805,24.32,24.035,22.52,23.648,23.438,24.027,25.737,24.303,22.574,24.019,23.822,23.6,23.477,23.501
47.02,26.161,26.375,26.263,25.351,25.358,24.511,NaN,24.704,25.548,24.232,24.699,23.699,25.652,25.809,24.614,25.554,25.6,24.597,24.122,25.398,24.12,25.613,25.049,25.131,24.295,24.634,23.993,26.494,25.598,24.156,23.203,NaN,22.856,23.28,24.434,23.971,24.019,24.168,22.47,24.479,23.607,24.519,23.954,22.958,23.984
47.03,NaN,26.096,24.393,26.229,24.835,23.991,24.095,24.982,25.367,25.048,24.003,25.111,25.35,25.763,25.067,25.442,25.045,25.003,25.916,25.761,23.879,25.924,24.311,24.216,23.976,24.753,24.961,25.709,24.246,25.57,24.037,22.763,22.299,23.165,24.195,23.456,24.491,23.595,24.323,24.758,22.976,24.646,23.248,22.886,23.872
47.04,25.844,24.707,24.354,26.188,25.708,25.496,24.478,25.513,25.773,26.041,25.672,NaN,26.674,25.348,25.848,25.392,24.855,25.895,24.355,24.426,24.28,25.326,24.63,25.112,24.567,24.77,24.438,23.786,24.718,25.472,NaN,24.246,23.111,23.249,23.433,24.282,24.194,24.666,22.533,24.75,22.951,23.971,24.008,23.304,23.077
47.05,24.594,25.992,24.952,24.832,25.486,25.552,24.651,25.634,25.579,24.035,25.101,25.572,25.022,26.173,25.676,24.948,25.161,25.189,24.324,25.036,24.673,25.546,24.833,24.941,25.669,25.025,25.21,24.554,25.829,25.123,24.533,23.94,23.862,23.632,23.524,23.139,24.145,24.588,23.932,22.909,23.328,25.038,22.497,23.211,24.804
47.06,24.605,24.837,25.566,26.587,NaN,25.138,24.73,25.133,25.183,24.435,24.641,24.34,26.025,25.477,24.644,25.067,25.514,24.676,25.92,25.606,23.618,24.899,26.009,25.13,23.146,24.63,25.013,24.987,24.527,25.518,23.763,23.55,23.819,24.502,23.796,22.699,22.938,24.588,23.596,23.671,23.412,22.782,23.896,24.06,24.652
47.07,25.919,25.822,25.548,24.574,24.771,25.771,25.158,25.162,24.916,23.892,24.851,24.008,25.896,24.788,26.069,24.119,24.87,25.053,24.229,25.21,25.688,25.28,24.851,24.947,25.348,23.708,24.7,25.371,24.466,24.638,22.883,NaN,23.236,NaN,23.895,23.99,23.543,24.708,23.632,24.012,23.946,23.586,24.115,23.855,23.728
47.08,25.537,NaN,25.364,25.964,24.102,NaN,24.399,26.378,25.935,25.624,25.439,NaN,25.235,24.845,25.65,26.051,25.167,24.83,25.161,25.889,24.569,24.922,26.028,25.625,25.022,24.126,24.082,25.996,25.127,24.761,24.43,23.906,24.353,23.885,22.969,23.384,24.08,25.159,23.086,23.762,23.182,23.164,23.04,24.171,23.667
47.09,24.727,25.323,25.559,24.958,26.186,24.83,23.742,24.463,NaN,23.947,25.192,24.321,26.271,25.619,NaN,24.565,24.93,24.334,24.59,24.796,24.339,24.863,25.664,26.432,24.498,24.797,25.427,25.228,25.125,23.879,23.501,24.03,23.287,23.178,23.411,23.929,23.298,23.3,22.139,23.517,23.94,23.865,23.735,23,23.603
47.1,25.521,25.701,24.266,24.841,25.832,25.808,24.982,25.696,24.679,24.835,26.243,22.996,24.145,25.197,26.516,24.499,24.789,24.434,24.141,25.546,25.054,25.624,NaN,24.907,24.904,25.228,25.234,24.897,25.982,23.757,24.295,23.733,23.739,23.453,24.629,23.478,23.408,23.144,NaN,23.394,22.37,22.983,24.194,23.583,23.736
47.11,24.53,24.772,25.096,25.199,26.314,25.865,23.327,25.425,25.23,23.77,24.266,NaN,26.126,25.538,25.37,24.709,24.852,25.893,24.513,24.768,24.235,26.077,26.084,23.77,25.093,25.093,23.492,25.046,24.402,25.124,23.804,24.113,23.198,23.653,23.825,23.917,23.827,24.497,24.282,23.797,22.299,22.763,23.734,NaN,24.135
47.12,24.706,26.203,24.979,25.499,26.426,25.316,25.015,26.479,25.134,24.642,25.152,24.563,26.583,25.87,25.49,25.646,25.243,26.042,25.741,25.973,24.333,25.15,24.923,24.982,24.659,24.614,25.063,25.022,26.2,24.585,24.291,24.196,NaN,24.198,22.891,24.196,24.04,25.251,23.279,23.794,23.585,24.154,23.46,23.991,23.44
47.13,NaN,25.151,25.637,25.504,25.319,23.257,24.08,25.638,24.188,23.492,25.1,NaN,25.762,24.832,24.813,24.155,24.743,24.274,24.811,25.922,25.22,25.619,26.037,24.827,NaN,24.075,24.545,24.5,25.567,23.904,23.832,23.639,24.703,22.559,24.259,23.948,24.202,23.526,23.009,23.406,23.617,24.239,23.309,NaN,25.075
47.14,25.483,24.398,25.255,25.348,25.685,23.931,24.586,25.756,NaN,24.483,25.849,25.366,26.474,25.373,24.44,24.951,23.625,24.621,25.764,25.405,23.399,25.149,26.444,25.803,25.793,23.516,24.658,24.635,25.456,25.565,23.839,NaN,24.337,23.578,23.773,24.083,23.644,25.117,23.255,23.486,23.605,24.757,24.479,22.778,23.571
47.15,25.549,25.239,26.141,25.341,25.459,25.005,24.174,24.179,26.406,23.454,25.747,24.798,24.447,25.367,24.885,25.807,24.982,NaN,23.974,25.744,25.349,25.65,25.154,25.158,24.944,24.634,24.636,25.608,25.248,25.39,24.186,24.135,23.856,23.899,23.462,23.91,24.477,24.189,23.443,23.529,23.492,22.783,23.322,23.581,24.523
47.16,25.312,25.746,25.609,26.036,25.661,24.953,25.39,25.296,25.974,25.552,24.089,25.35,25.245,25.845,25.01,25.655,25.117,25.156,24.683,24.542,24.072,25.454,25.614,25.533,24.947,23.779,24.708,25.993,25.723,24.606,24.68,24.557,23.269,22.993,24.778,23.653,24.131,24.15,24.184,22.97,23.259,23.139,23.696,23.076,24.506
47.17,26.443,25.192,24.864,25.922,24.433,25.444,25.511,24.411,25.82,25.375,25.368,24.575,24.846,26.35,25.491,24.933,24.825,25.298,23.314,24.445,25.499,NaN,25.298,25.474,24.279,25.198,24.982,24.956,24.806,24.712,23.633,22.865,24.912,23.834,23.054,24.765,23.455,24.347,23.065,23.626,23.739,24.043,23.188,23.158,NaN
47.18,25.461,25.436,25.196,25.7,26.35,24.218,24.733,25.872,24.971,24.927,25.528,25.496,24.666,24.904,24.673,25.427,24.714,NaN,25.051,25.684,25.01,25.546,25.128,24.944,24.579,25.064,24.879,24.741,25.272,24.102,23.78,NaN,24.334,23.4,23.471,22.824,23.483,24.537,22.763,24.578,23.667,24.617,23.46,24.235,23.437
47.19,25.381,25.479,25.752,26.047,25.918,24.574,25.769,25.612,25.646,23.897,25.189,25.525,25.031,23.886,24.637,24.596,25.686,24.112,25.221,26.001,24.945,25.887,25.197,24.507,26.215,24.555,24.318,25.238,25.68,25.331,22.354,24.611,NaN,23.259,24.825,22.911,23.78,24.638,23.009,23.609,23.082,23.619,23.899,23.694,24.37
47.2,26.1,25.891,26.171,25.561,25.919,24.598,24.83,25.001,25.343,25.797,25.643,24.709,25.772,24.386,25.584,24.258,24.43,24.135,24.972,25.042,23.248,24.617,24.3,25.734,24.925,24.239,24.839,24.93,25.668,25.088,23.071,23.666,23.715,23.636,23.671,22.167,23.104,24.077,24.47,22.69,24.655,23.564,23.422,24.244,25.6
47.21,25.578,NaN,25.714,24.692,25.311,24.445,25.413,25.14,24.911,25.229,25.611,24.793,25.499,24.918,24.133,25.087,23.997,24.333,25.309,25.055,24.59,24.838,25.761,25.22,24.142,23.386,25.341,24.711,24.287,24.655,24.061,24.363,23.635,23.846,24.681,23.841,24.064,24.68,22.749,23.74,23.648,23.013,22.507,24.159,24.284
47.22,25.619,25.374,25.215,24.811,25.638,24.898,24.179,25.765,25.632,24.289,25.242,25.325,25.361,25.129,25.154,25.346,NaN,26.253,24.812,26.19,25.095,26.112,25.216,25.07,25.055,24.659,24.455,25.172,24.107,24.676,24.479,23.856,24.606,23.164,24.007,23.857,23.936,24.26,23.033,23.746,23.373,24.207,23.772,24.73,25.844
47.23,25.157,25.554,25.665,25.383,25.828,25.097,25.206,25.618,24.721,25.54,25.237,24.265,26.409,24.674,24.237,24.458,NaN,25.521,25.093,25.718,23.702,25.328,25.861,24.032,24.277,24.235,25.063,24.796,25.182,24.496,22.761,24.601,23.905,23.472,22.796,23.388,23.431,24.716,22.471,24.396,24.042,23.919,22.755,24.202,23.837
47.24,25.848,26.599,26.006,25.427,24.607,25.475,25.457,25.01,26.301,25.248,23.93,24.46,26.076,NaN,25.431,24.326,25.075,24.612,25.605,25.255,24.287,25.373,24.73,NaN,24.497,25.914,24.229,24.441,25.191,25.29,23.484,23.787,23.261,22.479,NaN,23.455,23.86,23.711,24.124,24.248,24.148,24.403,22.95,23.845,24.788
